employee_id,first_name,last_name,email,phone,gender,date_of_birth,home_city,home_state,zip_code,hire_date,termination_date,employment_status,termination_type,termination_reason,department,job_title,job_level,employment_type,work_location,manager_id,annual_salary,last_promotion_date,performance_rating,engagement_score,education_level,record_last_updated
E10671,Marilyn,Allen,marilyn.allen@brightleaf-retail.example,(602) 555-0178,Female,10/13/1995,Peoria,AZ,85365,7/3/2023,,Active,,,Store Operations,Cashier,Entry-level,Full-Time,"Store 008 - Peoria, AZ",E19038,33100,,3,3.2,Associate's Degree,9/6/2026
E10672,Neil,Powers,neil.powers@brightleaf-retail.example,(603) 555-0189,M,18-Feb-04,Round Rock,TX,78673,8-Jul-23,,Active,,,STORE OPERATIONS,Cashier,Entry,Part-Time,"Store 018 - Round Rock, TX",E10340,"$20,700 ",,4,3.9,Bachelor's Degree,9-Aug-26
E10673,Grant,Ramos,grant.ramos@brightleaf-retail.example,857-555-0112,Male,6/5/1985,Fort Worth,TX,76133,7/17/2023,5/23/2025,Inactive,INVOLUNTARY,Policy Violation,Customer Service,Support Team Lead,Senior,Full-Time,Dallas Office,E10489,"$51,850 ",11/28/2024,2,3.7,Masters,3-Jun-25
E10674,Rafael,Thornton,rafael.thornton@brightleaf-retail.example,602-555-0156,Male,12/11/1983,Surprise,Ariz.,85378,7/17/2023,,Active,,,Marketing,Content Strategist,Mid,Full-Time,"HQ - Phoenix, AZ",E10261,71750,9/22/2025,4,3.7,BA,4/30/2026
E10675,Sanjay,Nowak,sanjay.nowak@brightleaf-retail.example,+1 319 555 0145,Male,10/23/1993,Phoenix,AZ,85043,7/17/2023,,Active,,,Information Technology,Software Engineer,Mid,Full-Time,"HQ - Phoenix, AZ",E10525,"109,800",,3,,Associate,9/6/2026
e10676,Ling,Perkins,ling.perkins@brightleaf-retail.example,(469) 555-0104,Female,5/15/1986,Frisco,TX,75034,7/23/2023,,ACTIVE,,,MARKETING,Digital Marketing Specialist,Mid,Full-Time,"Regional Office - Dallas, TX",E10356,67600,4/11/2026,2,4.6,Bachelor's Degree,7/15/2026
E10677,Wei,Castillo,wei.castillo@mailhub.example,717-555-0153,Male,3/18/1998,Phoenix,AZ,85050,7/24/2023,,Active,,,Product Development,Product Analyst,Mid,Full-Time,Phoenix HQ,E10518,"86,650",,1,2.4,Bachelors,7/16/2026
E10678,Sharon,Patterson,sharon.patterson@brightleaf-retail.example,972.555.0103,Female,1/22/1993,DALLAS,TX,75219,7/24/2023,,Active,,,,Senior Customer Service Representative,Mid,Full-Time,"Regional Office - Dallas, TX",E10237,"51,150 USD",4/26/2026,3,3.6,Associate's Degree,3/29/2026
E10679,Alan,Ramirez,alan.ramirez@brightleaf-retail.example,303-555-0133,male,6-Jul-90,Arvada,CO,80002,24-Jul-23,,Active,,,SC&L,Warehouse Associate,Entry,full time,"DC - Aurora, CO",E10239,34000,,3,4.1,,10-Sep-26
E10680,Christopher,Rice,christopher.rice@brightleaf-retail.example,,Male,7/2/1994,Glendale,AZ,85306,7/24/2023,,Active,,,Legal & Compliance,Compliance Analyst,mid,Full-time,"HQ - Phoenix, AZ",E10611,"79,900",10/10/2025,4,3.5,,4/30/2026
E10681,Logan,WARD,logan.ward@brightleaf-retail.example,(757) 555-0167,Male,1/27/1995,Mesa,AZ,85214,8/8/2023,2/7/2026,Terminated,,,Store Operations,Cashier,Entry,Part-Time,STORE 003,E10339,17250,,Meets,2.9,High School,2/16/2026
E10682,Nathan,Ramsey,nathan.ramsey@brightleaf-retail.example,843.555.0187,male,4/13/1996,Gilbert,AZ,85298,8/10/2023,,Active,,,Information Technology,software engineer,Mid,Full-Time,"HQ - Phoenix, AZ",E10266,"$105,200 ",,3,3.5,bachelors degree,12/7/2025
E10683,Michael,Talley,michael.talley@brightleaf-retail.example,817-555-0183,Male,3/19/1988,Austin,TX,78703,8/11/2023,,Active,,,Store Operations ,Store Manager,Manager,Full-Time,"Store 017 - Austin, TX",E10054,"$83,150 ",,3,3.1,Bachelor's,3/18/2026
E10684,Colleen,Morrison,colleen.morrison@brightleaf-retail.example,480-555-0125,Female,21-Jul-97,Avondale,AZ,85339,14-Aug-23,,Active,,,CS,Customer Service Representative,Entry,part time,"HQ - Phoenix, AZ",E10621,"$22,350 ",,2,4.3,High School,2-Mar-26
E10685,Dylan,Larson,dylan.larson@brightleaf-retail.example,,Male,3/17/2000,Gilbert,AZ,85288,8/14/2023,,Active,,,Sales,Sales Development Representative,Entry,Full-Time,Phoenix HQ,E10446,47700,,3,4.1,BA,4/30/2026
E10686,Noah,Cain,noah.cain@brightleaf-retail.example,602-555-0160,Male,10/3/2005,Peoria,AZ,85346,8/17/2023,,Active,,,Store Operations,Sales Floor Associate,Entry,Full-Time,STORE 008,E10055,33.9K,,3,2.2,High School,7/4/2026
E10687,Fernando,Gupta,fernando.gupta@brightleaf-retail.example,602.555.0101,Male,3/20/2000,Phoenix,AZ,85004,8/19/2023,,Active,,,Human Resources,HR Coordinator,Entry,Full-Time,hq phoenix,E10536,45800,,3,,Bachelor's Degree,1/20/2026
E10688,Diana,Day,diana.day@brightleaf-retail.example,(323) 555-0140,Female,6/11/1995,Gilbert,AZ,85298,8/21/2023,,Active,,,Sales,Sales Operations Analyst,Mid,Full-Time,Phoenix HQ,E10331,62050,5/14/2025,3,2.8,BS,6/3/2026
E10689,Itzel,Johnson,itzel.johnson@brightleaf-retail.example,+1 480 555 0143,Female,4/2/1987,Avondale,AZ,85337,8/21/2023,,LOA,,,Store Operations,Store Manager,Manager,Full-Time,Store #1 Phoenix,E10083,"73,800",,3,1.4,Bachelor's Degree,11/16/2025
E10690,Nancy,McDaniel,nancy.mcdaniel@brightleaf-retail.example,602.555.0149,Prefer not to say,10/18/1972,Mesa,AZ,85202,8/28/2023,,Active,,,Store Operations,Store Manager,Manager,F/T,"Store 025 - Mesa, AZ",E10063,"80,250 USD",,4,4.2,Associate's Degree,7/2/2026
E10691,Joan,Chen,joan.chen2@brightleaf-retail.example,401-555-0199,Female,6/28/1983,Scottsdale,AZ,85255,8/28/2023,,Actv,,,Customer Service,Senior Customer Service Representative,Mid,FT,"HQ - Phoenix, AZ",E10087,"49,250",12/30/2024,3,3.6,,6/21/2026
E10692,clarence,Figueroa,clarence.figueroa@brightleaf-retail.example,817-555-0140,Male,5/27/1991,Arlington,TX,76003-3442,8/28/2023,,Active,,,Product Development,Product Manager,mid,Full-Time,"Regional Office - Dallas, TX",E10245,127850,,4,4.4,Bachelor's Degree,2/24/2026
E10693,Arthur,O'Brien,arthur.obrien@brightleaf-retail.example,+1 928 555 0194,M,21-Apr-87,Tolleson,AZ,85353,4-Sep-23,,Active,,,Information Technology,Data Analyst,Mid,Full-Time,"HQ - Phoenix, AZ",E10057,75.2K,2-Jan-26,3,3.5,High School,14-Jul-26
E10694,Isaiah,Myers ,isaiah.myers@brightleaf-retail.example,(602) 555-0196,Male,12/19/2000,Tolleson,AZ,85353,9/4/2023,2/9/2024,Separated,Voluntary,Work-Life Balance,Supply Chain & Logistics,Inventory Control Spec.,Mid,Full-time,"DC - Tolleson, AZ",E10550,49900,,,,High School,3/1/2024
E10695,Frances,Ortega,frances.ortega@brightleaf-retail.example,469-555-0199,FEMALE,6/16/1999,Mesquite,Texas,75149,9/4/2023,,Active,,,Supply Chain & Logistics,Warehouse Associate,Entry,Full-Time,"DC - Fort Worth, TX",e10397,"33,600",,Meets,2.7,High School,31-May-26
E10696,Brianna, Medina,brianna.medina@brightleaf-retail.example,404 555 0132,Female,8/19/2002,atlanta,GA,30325,9/4/2023,,Active,,,Human Resources,HR Coordinator,Entry,Full-Time,Remote - US,E10545,"$47,900 ",,4,3.8,Bachelor's Degree,10/19/2025
E10697,THERESA,Stevenson,theresa.stevenson@brightleaf-retail.example,+1 951 555 0108,Female,9/8/1998,Atlanta,GA,30347,9/11/2023,,Active,,,Sales,Sales Development Representative,Entry Level,Full-Time,Remote,E10688,"52,650",,3,3.8,bachelors degree,6/5/2026
E10698,Nicholas,Butler,nicholas.butler@brightleaf-retail.example,6025550107,Male,3/8/1997,Phoenix,AZ,85033,9/18/2023,,Active,,,Merchandising,Senior Buyer,Senior,Full-Time,"HQ - Phoenix, AZ",E10383,"$94,400.00 ",,3,2.7,Associate's Degree,4/1/2026
E10699,Jenna,Ford,jenna.ford@brightleaf-retail.example,480-555-0137,Female,3/15/1995,Phoenix,AZ,85049,18-Sep-23,,active,,,Customer Service,customer service representative,Entry,Part-Time,"HQ - Phoenix, AZ",E10678,27800,,4,3.8,Associate's Degree,4/11/2026
E10700,Bruce,Moore,bruce.moore@brightleaf-retail.example,4055550149,Male,3/11/1998,Dallas,TX,75241,9/25/2023,,Active,,,product development,Associate Product Manager,Entry,Full-Time,"Regional Office - Dallas, TX",E10644,"83,450",,4,3.9,Master's Degree,4/3/2026
E10701 ,Laura,Scott,laura.scott@brightleaf-retail.example,(225) 555-0100,female,7/30/1987,Avondale,AZ,85338,10/2/2023,,Active,,,Marketing,Content Strategist,Mid,Full-Time,"HQ - Phoenix, AZ",E10026,72650,,3,4,Associate's Degree,6/29/2026
E10702,Samuel,Warner,samuel.warner@brightleaf-retail.example,(305) 555-0162,Male,12/4/1993,Surprise,AZ,,10/2/2023,,Actv,,,Customer Service,Customer Service Representative,Entry,Full-Time,"HQ - Phoenix, AZ",E10621,39800,,5,3.9,High School,5/5/2026
E10703,Alejandra,Holmes,alejandra.holmes@brightleaf-retail.example,901-555-0137,Fem,3/8/1991,Dallas,TX,75238,10/2/2023,,Active,,,Prod Dev,Product Manager,Mid,full time,"Regional Office - Dallas, TX",E10033,"114,650",,1,2.4,Bachelor's Degree,8/2/2026
E10704,Elijah,Fleming,elijah.fleming@brightleaf-retail.example,623-555-0182,Male,4/21/2002,Glendale,AZ,85304,10/2/2023,6/28/2024,TERM,Voluntary,Career Change,Sales,Sales Development Representative,Entry,Full-Time,Phoenix HQ,E10043,50.1K,,5,,Bachelors,6/28/2024
E10705,Bryan,Johnson,bryan.johnson@brightleaf-retail.example,707-555-0197,Male,12/31/1998,Phoenix,AZ,85049,10/9/2023,3/8/2024,Terminated,Voluntary,Relocation,Information Technology,IT Support Technician,Entry,Full-time,HQ,E10596,"$48,800 ",,,,Associate's Degree,3/29/2024
E10706,Anthony,Hammond,anthony.hammond@brightleaf-retail.example,469-555-0132,Male,7/9/1988,dallas,TX,75254,10/9/2023,,A,,,Store Operations,Sales Floor Assoc.,,Full-Time,"Store 013 - Dallas, TX",E10432,"$32,700 ",,4,2.4,GED,8/1/2026
 E10707,BARBARA,Wang,barbara.wang@brightleaf-retail.example,386-555-0148,Female,3/18/1999,Denver,CO,80244,9-Oct-23,,Active,,,Supply Chain & Logistics,Warehouse Associate,entry,Part-Time,Distribution Center Aurora,E10650,"$20,500 ",,3,4.6,bachelors degree,1/18/2026
E10708,Diego,Cannon,diego.cannon@brightleaf-retail.example,720-555-0166,MALE,11/27/1996,Denver,CO,80217,10/10/2023,,Terminated,Involuntary,,Store Operations,Stock Associate,entry,Seasonal,Store #21 Lakewood,E10642,12200,,,,high school,2/18/2024
E10709,David ,Thomas,david.thomas@brightleaf-retail.example,,Male,3/2/1998,Lakewood,CO,80217,10/10/2023,,Active,,,Store Operations,Sales Floor Associate,Entry,F/T,"Store 021 - Lakewood, CO",E10658,"$33,700.00 ",,Meets,3.4,BS,1/29/2026
E10710,Gary,Gutierrez,gary.gutierrez@brightleaf-retail.example,520-555-0105,Male,12/15/2004,MARANA,AZ,85654,10/12/2023,,Actv,,,Store Operations,Sales Floor Associate,Entry,Full-Time,"Store 010 - Tucson, AZ",E10658 ,"$32,700.00 ",,4,4.2,AA,6/16/2026
E10711,Leslie,Reed,leslie.reed@brightleaf-retail.example,561-555-0134,Female,4/16/1996,Gilbert,AZ,85281,10/15/2023,,Active,,,Store Operations,Department Supervisor,Mid,Full-Time,"Store 006 - Scottsdale, AZ",E10080,44700,,4,3.9,High School,7/17/2026
E10712,Zoe,Robles,ZOE.ROBLES@BRIGHTLEAF-RETAIL.EXAMPLE,,Female,4/21/1996,Peoria,AZ,85370,10/16/2023,,Active,,,Sales,Sales Operations Analyst,Mid,Full-Time,Phoenix HQ,E10317,66600,,3,3.4,BA,11/13/2025
E10713,Melissa,Perkins,melissa.perkins@brightleaf-retail.example,(480) 555-0118,Female,7/18/1990,Peoria,az,85361,10/16/2023,,Active,,,Product Development,Product Manager,Mid,Full-Time,Phoenix HQ,E10663,"118,000 USD",8/16/2025,4,4.1,Associate's Degree,9/19/2026
E10714,Carol,Burns,,509-555-0151,Female,10/13/1983,Scottsdale,AZ,85254,10/16/2023,3/13/2026,Terminated,VOLUNTARY,Change of career,store operations,Cashier,Entry,Full-Time,Scottsdale Store (006),E10658,33000,,4,4.4,Bachelor's Degree,4/4/2026
E10715,Tyler,Miller,TYLER.MILLER@BRIGHTLEAF-RETAIL.EXAMPLE,480 555 0136,Male,8/15/1998,Tolleson,AZ,85353,10/16/2023,,active,,,SC&L,Forklift Operator,E,FT,"DC - Tolleson, AZ",E10669,"$38,100 ",,2,3.6,High School Diploma,2/5/2026
E10716,Sofia,Jennings,sofia.jennings@brightleaf-retail.example,(919) 555-0121,Female,4/16/1997,Raleigh,NC,27603,10/19/2023,,Active,,,Merchandising Dept,Buyer,Mid,Full-Time,Remote,E10486,75100,,2,3.4,High School,3/14/2026
E10717,Sienna,Davidson,sienna.davidson@brightleaf-retail.example,609-555-0143,Female,12/21/2000,Phoenix,AZ,85028,10/30/2023,,Actv,,,Information Technology,IT Support Technician,Entry,Full-Time,"HQ - Phoenix, AZ",E10585,"$50,650.00 ",,3,4.7,BS,8/4/2026
E10718,Elizabeth,Palmer,elizabeth.palmer@brightleaf-retail.example,480.555.0141,Female,25-Nov-77,Gilbert,AZ,85295,30-Oct-23,19-Feb-24,Terminated,Involuntary,End of contract,Store Operations,Sales Floor Associate,Entry,Seasonal,"Store 007 - Gilbert, AZ",E10409,"$15,400.00 ",,,,High School,8-Mar-24
E10719,Sanjay,Baker,sanjay.baker@brightleaf-retail.example,623-555-0136,male,11-Mar-81,Tolleson,AZ,85353,3-Nov-23,,Active,,,Store Operations,Sales Floor Assoc.,Jr,P/T,"Store 006 - Scottsdale, AZ",E10642,22250,,3,4.4,High School Diploma,8-Jan-26
E10720,Jeffrey,Steele,jeffrey.steele@brightleaf-retail.example,(602) 555-0108,Male,10/5/1983,Surprise,AZ,85377,11/5/2023,,Active,,,SC&L,Supply Chain Analyst,Sr.,Full-Time,Headquarters,E10221,"78,500",,3,3,Bachelor's Degree,4/8/2026
E10721,Thomas,DeLuca,thomas.deluca@brightleaf-retail.example,,Male,15-May-03,Tolleson,AZ,85353,6-Nov-23,,A,,,Supply Chain & Logistics,Warehouse Associate,Entry,Part-Time,"DC - Tolleson, AZ", E10650,"22,450",,3,3.5,AA,18-Apr-26
E10722,Orlando,Olson,orlando.olson@brightleaf-retail.example,(602) 555-0188,Male,3/19/1979,Chandler,AZ,85247,11/6/2023,1/25/2024,Term,Involuntary,End of contract,Stores,Cashier,Entry,Temp,Chandler Store (004),E10711,"$15,100.00 ",,,,Bachelor's Degree,2/2/2024
E10723,Darnell,Johnson,darnell.johnson@brightleaf-retail.example,(602) 555-0181,Male,6/4/1995,Surprise,AZ,,9-Nov-23,,Active,,,Supply Chain & Logistics,Forklift Operator,-,Full-Time,"DC - Tolleson, AZ",E10462,40800,,3,3.8,Associate's Degree,7/5/2026
E10724,TERRANCE,Johnston,terrance.johnston@brightleaf-retail.example,817-555-0123,Male,4/12/1988,Fort Worth,TX,76125,11/11/2023,,Actv,,,SC&L,Logistics Coordinator,Mid,full time,"DC - Fort Worth, TX",E10550,57350,7/19/2025,4,4.2,High School,6/4/2026
E10725,Rachel,Andrews,rachel.andrews@mailhub.example,480-555-0119,Female,2/28/1999,Avondale,AZ,85377,11/13/2023,,Active,,,MARKETING,marketing coordinator,Entry,Full-Time,"HQ - Phoenix, AZ",E10265,"$45,700 ",,4,4.2,Bachelor's Degree,6/6/2026
E10726,Stephanie, Benson,stephanie.benson@brightleaf-retail.example,,Female,7/21/1991,Fort Worth,TX,76135,11/13/2023,,Terminated,,Absenteeism,Supply Chain and Logistics,Warehouse Associate,Entry,Full-Time,dc - fort worth,E10694,"33,750",,1,3.1,High School Diploma,5/26/2026
E10727,Leroy,Huang,leroy.huang@brightleaf-retail.example,+1 815 555 0166,male,2/5/1985,SCOTTSDALE,az,85260,11/13/2023,,A,,,IT,Data Analyst,mid,Full-Time,Phoenix HQ,E10525,"73,250",3/14/2026,5,4.4,Master's Degree,9/7/2026
E10728,Stephanie,Johansson,stephanie.johansson@brightleaf-retail.example,617.555.0192,Female,4/1/1996,Boston,MA,02132,11/15/2023,,A,,,Sales,Sales Development Representative,Entry,Full-Time,WFH,E10537,"44,000",,3,4.4,Bachelor's Degree,8/13/2026
E10729,Sanjay,Meyer,,(817) 555-0113,Male,3/19/2007,Dallas,TX,75226,11/20/2023,,Active,,,Store Operations,Sales Floor Associate,Entry Level,Part-Time,"Store 016 - Arlington, TX",E10340,"$20,600 ",,3,3.8,Associate's Degree,8/28/2026
E10730,Bruce,Neal,bruce.neal@brightleaf-retail.example,+1 404 555 0133,Male,5/31/1988,Atlanta,GA,30349,11/20/2023,,Active,,,Legal & Compliance,Paralegal,Mid,Full-Time,WFH,E10222,"69,300",2/9/2026,4,4.5,,5/29/2026
E10731,Mary,Oliver,mary.oliver@brightleaf-retail.example,614-555-0190,Female,7/29/1989,Tolleson,AZ,85353,11/22/2023,2/17/2024,Inactive,Involuntary,End of contract,Stores,Sales Floor Associate,Entry,Seasonal,"Store 006 - Scottsdale, AZ",E10658,"12,400 USD",,,,,2/27/2024
E10732,Alejandra,Taylor,alejandra.taylor@brightleaf-retail.example,8055550193,Female,2/18/1997,Tempe,AZ,85284,11/23/2023,,Active,,,Marketing,Content Strategist,mid,Full-Time,"HQ - Phoenix, AZ",E10040,"$69,750 ",3/25/2026,3,3,Bachelor's Degree,4/20/2026
E10733,Doris,Barrett,doris.barrett@brightleaf-retail.example,(623) 555-0159,Female,9-Aug-88,Phoenix,AZ,85016,27-Nov-23,,Active,,,Store Operations,Stock Associate,Entry,Part-Time,"Store 001 - Phoenix, AZ",E10352,21250,,4,2.5,High School,23-Jul-26
E10734,Ian,QUINN,ian.quinn@brightleaf-retail.example,214 555 0163,Male,7/19/2005,Fort Worth,TX,76173,11/30/2023,11/8/2024,Terminated,,Work Life Balance,Supply Chain & Logistics,Warehouse Associate,Entry,Part Time,"DC - Fort Worth, TX",e10694,"19,500",,2,3.2,High School,11/27/2024
E10735,Harold,Harvey,harold.harvey@brightleaf-retail.example,248-555-0118,Male,12/12/1986,Tempe,AZ,85288,12/2/2023,,Active,,,Human Resources,HR Business Partner,Senior Level,Full-Time,"HQ - Phoenix, AZ",E10374,"$91,650 ",5/4/2026,4,3.9,Master's,8/8/2026
E10736,Stephen,Fox,,(626) 555-0186,MALE,2/11/2001,Phoenix,AZ,85013,12/4/2023,,Active,,,MARKETING,Digital Marketing Specialist,Mid,Part-Time,"HQ - Phoenix, AZ",E10018,39450,3/12/2025,2,4.1,high school,5/9/2026
E10737,Tasha,Blair,tasha.blair@brightleaf-retail.example,815 555 0171,Female,6/17/1993,Rio Rancho,NM,87130,12/4/2023,,Active,,,Store Operations,Stock Associate,E,P/T,Albuquerque Store (022),E10042,18450,,3,3.1,Bachelor's Degree,6/16/2026
E10738,Barbara,Bishop,barbara.bishop@brightleaf-retail.example,(480) 555-0148,Female,8/16/1998,Surprise,AZ,85386,12/4/2023,,Active,,,Customer Service,Customer Service Representative,,Full-Time,"HQ - Phoenix, AZ",E10621,38250,,3,4,High School,3/25/2026
E10739,Magdalena,Reeves,magdalena.reeves@brightleaf-retail.example,(602) 555-0119,Female,12-Dec-79,GLENDALE,AZ,85309,7-Dec-23,,Active,,,Sales,Regional Sales Manager,Management,Full-time,Headquarters,E10302,118500,,4,3,M.S.,18-Sep-26
E10740,Katarina,Guzman,katarina.guzman@brightleaf-retail.example,(917) 555-0194,FEMALE,6/25/2005,Surprise,AZ,85381,12/8/2023,,ACTIVE,,,Supply Chain & Logistics,Forklift Operator,Entry,Full-Time,"DC - Tolleson, AZ",E10400,38050,,3,2.9,High School,3/12/2026
E10741,Alexis,Salazar,alexis.salazar@brightleaf-retail.example,651.555.0121,Female,1/15/1994,Aurora,CO,80013,12/10/2023,,Active,,,STORE OPERATIONS,Cashier,Entry,PT,"Store 020 - Aurora, CO",E10711,"20,450",,3,3.4,Bachelors,2/20/2026
E10742,Dylan,Iyer,,,M,7/16/1998,Tempe,AZ,85281,12/11/2023,,Active,,,Marketing,Marketing Coordinator,Entry,Full-Time,"HQ - Phoenix, AZ",E10438,47.1K,,3,3.8,Associate's Degree,8/18/2026
E10743,Wyatt,Bradley,wyatt.bradley@brightleaf-retail.example,,Male,7/4/1998,Chandler,AZ,85227,12/11/2023,,Active,,,Customer Svc,Customer Service Representative,Entry,Full-Time,Phoenix HQ,E10691,36200,,3,3.1,High School,4/7/2026
E10744,Megan,Young,megan.young@brightleaf-retail.example,602-555-0199,Female,13-May-95,Tempe,az,85284,11-Dec-23,,On Leave,,,STORE OPERATIONS,Sales Floor Associate,Entry,Full-Time,"Store 002 - Tempe, AZ",E10055,"$34,500 ",,3,3.8,Associates,16-Sep-26
E10745,Nicholas,Patterson,nicholas.patterson@brightleaf-retail.example,408 555 0101,male,6/18/1992,Phoenix,AZ,85049,12/11/2023,,On Leave,,,Marketing,Brand Manager,Manager,Full-Time,"HQ - Phoenix, AZ",E10325,see contract,,1,3.8,Bachelor's Degree,8/22/2026
E10746,Thomas,Dean ,thomas.dean@brightleaf-retail.example,(469) 555-0198,Male,5/4/1991,Grand Prairie,TX,,12/12/2023,,ACTIVE,,,Marketing,Digital Marketing Specialist,Mid,Full-Time,"Regional Office - Dallas, TX",E10040,"69,950",,5,3.9,Bachelor's Degree,1/20/2026
E10747,Nicholas,Knight,nicholas.knight@brightleaf-retail.example,(315) 555-0143,Male,4/15/1984,Mesa,AZ,85201,12/13/2023,,active,,,store operations,Store Manager,Manager,Full-Time,"Store 005 - Glendale, AZ",E10063 ,"$70,750 ",7/11/2025,5,4.1,High School,9/20/2026
E10748,Guadalupe,Byrd,guadalupe.byrd@brightleaf-retail.example,602-555-0131,Female,2/27/1987,Avondale,AZ,85372,12/15/2023,,Active,,,Merchandising,Buyer,Mid,F/T,"HQ - Phoenix, AZ",E10337,"$68,600 ",,4,3.5,High School,8/16/2026
E10749,Arthur,Ivanov,arthur.ivanov@mailhub.example,615-555-0183,Male,8/25/1991,Peoria,AZ,85364,12/18/2023,,Active,,,Sales Department,Account Executive,Mid Level,F/T,"HQ - Phoenix, AZ",E10584,69800,,2,3.6,Bachelor's Degree,8/20/2026
E10750,Stacy,Davis,stacy.davis@brightleaf-retail.example,,Female,6/13/2000,Gilbert,AZ,85242,12/18/2023,,Active,,,Legal & Compliance,Paralegal,Mid,Full-Time,"HQ - Phoenix, AZ",E10611,"$69,150 ",,3,3.1,bachelors degree,7/16/2026
E10751,Lisa,Mercer,lisa.mercer@brightleaf-retail.example,602 555 0159,Female,9/12/1995,Mesa,AZ,85210,12/25/2023,,Active,,,Customer Service,SENIOR CUSTOMER SERVICE REPRESENTATIVE,,Full-Time,Corporate - Phoenix, E10128,47500,6/14/2026,4,4.4,Associate's Degree,6/29/2026
E10752,Steven,Pham,steven.pham@brightleaf-retail.example,(480) 555-0158,Male,5/20/2002,Glendale,AZ,85301,12/25/2023,,Active,,,Sales,Sales Development Representative,Entry,Part-Time,Headquarters,E10602,"$29,200 ",,4,4.3,Bachelor's Degree,6/17/2026
E10753,Vincent,HORTON,vincent.horton@brightleaf-retail.example,(817) 555-0170,M,6/12/1996,Fort Worth,TX,76163,12/25/2023,,Active,,,Information Technology,IT Manager,Manager,Full-Time,Remote,E10310,"$134,700 ",,3,3.5,Bachelor's Degree,1/24/2026
E10754,TRISHA,Daniels,trisha.daniels@brightleaf-retail.example,210-555-0150,female,1/17/2004,Fort Worth,TX,76154,12/25/2023,,Active,,,Supply Chain,Warehouse Associate,Entry-level,Full-Time,"DC - Fort Worth, TX",E10724,"$38,900.00 ",,3,4.3,high school,5/2/2026
E10755,Sandra,Park,sandra.park@brightleaf-retail.example,(214) 555-0171,Female,10/10/1990,Garland,TX,75044,12/29/2023,,Active,,,Customer Service,Senior Customer Service Representative,Mid,Full-Time,"Regional Office - Dallas, TX",E10237,46450,12/2/2025,2,2.2,HS,2/6/2026
E10756,Fernando,Baldwin,FERNANDO.BALDWIN@BRIGHTLEAF-RETAIL.EXAMPLE,404-555-0138,MALE,2/16/2000,Grand Prairie,TX,75050,1/1/2024,,Active,,,Info Tech,IT Support Technician,Entry,F/T,"Regional Office - Dallas, TX",E10415,51950,,5,3.7,Bachelor's Degree,5/18/2026
E10757,Rhonda,Dalton,rhonda.dalton@mailhub.example,2285550134,Non-binary,5/20/1994,Phoenix,AZ,85007,1/1/2024,,Active,,,Sales,Sales Operations Analyst,Mid,Full-Time,"HQ - Phoenix, AZ",E10448,"$70,750 ",8/20/2025,3,3.5,,21-Sep-25
E10758,William,Smith,william.smith@brightleaf-retail.example,(480) 555-0151,Male,12/30/1990,Glendale,AZ,,1/4/2024,,Active,,,Information Technology,Data Analyst,Mid,Full-Time,"HQ - Phoenix, AZ",E10306,78850,,3,3.8,Bachelor's Degree,4/16/2026
E10759,Jack,Blake,jack.blake@brightleaf-retail.example,+1 469 555 0128,Male,3/3/1993,Grand Prairie,TX,75052,1/6/2024,,Active,,,Cust Service,Senior Customer Service Representative,Mid,Full-Time,Dallas Regional,E10079,50250,12/3/2025,4,4.4,Bachelor's Degree,2/1/2026
E10760,Faith,Hubbard,faith.hubbard@brightleaf-retail.example,(602) 555-0172,Female,3/31/1989,Chandler,AZ,85227,1/7/2024,,Active,,,Store Operations,Sales Floor Associate,Entry,Full-time,"Store 003 - Mesa, AZ",E10642,31150,,2,3.4,Bachelor's,6/19/2026
E10761,Kelly,ANDERSON,kelly.anderson@brightleaf-retail.example,8175550145,Fem,10/8/2000,Fort Worth,TX,76102,1/7/2024,,Active,,,Store Operations,Sales Floor Associate,Entry,Part-Time,"Store 013 - Dallas, TX",E10658,21650,,3,3.3,High School,5/2/2026
e10762,Jasmine,Klein,jasmine.klein@brightleaf-retail.example,,Female,1/9/1977,Albuquerque,NM,87106,1/8/2024,,Active,,,marketing,Brand Manager,Manager,Full-Time,Remote,E10325,"$105,750.00 ",6/26/2025,5,3.8,Associate's Degree,4/20/2026
E10763,Liam,Caldwell,liam.caldwell@brightleaf-retail.example,(505) 555-0163,Male,20-Aug-92,West Valley City,UT,84122,1/8/2024,,Active,,,Product Development,QA Analyst,Mid-level,Full-Time,Remote,E10663,78750,1/26/2025,4,3.3,,8/28/2026
E10764,andrew,Malone,andrew.malone@brightleaf-retail.example,281-555-0105,Male,5/5/1991,Phoenix,AZ,85032,1/12/2024,,Active,,,Merchandising Dept,Buyer,Intermediate,Full-Time,HQ,E10337,"$77,600 ",9/19/2025,4,3.8,BA,5/21/2026
E10765,elizabeth,Howard,elizabeth.howard@brightleaf-retail.example,212-555-0116,Female,9/13/1994,Sahuarita,AZ,85629,1/15/2024,,Active,,,Store Operations,Stock Associate,Entry,Part-Time,store 9 - tucson,E10382,"22,300",,2,2.9,Associate's Degree,7/5/2026
E10766,Judith,Hughes,judith.hughes@mailhub.example,(321) 555-0158,Female,5/5/2002,Aurora,CO,80017,1/15/2024,,ACTIVE,,,IT,IT Support Technician,Entry Level,Full-Time,Remote,,50800,,Exceeds,4.8,,4/12/2026
